Genome	D1_P102_M Read Count	D1_P102_M Covered Fraction	D1_P102_M Length	D1_P107_M Read Count	D1_P107_M Covered Fraction	D1_P107_M Length	D1_P167_M Read Count	D1_P167_M Covered Fraction	D1_P167_M Length	D1_P225_M Read Count	D1_P225_M Covered Fraction	D1_P225_M Length	D1_P295_M Read Count	D1_P295_M Covered Fraction	D1_P295_M Length	D1_P304_M Read Count	D1_P304_M Covered Fraction	D1_P304_M Length	D1_P46_M Read Count	D1_P46_M Covered Fraction	D1_P46_M Length	D1_P47_M Read Count	D1_P47_M Covered Fraction	D1_P47_M Length	D3_P186_M Read Count	D3_P186_M Covered Fraction	D3_P186_M Length	D3_P190_M Read Count	D3_P190_M Covered Fraction	D3_P190_M Length	D3_P191_M Read Count	D3_P191_M Covered Fraction	D3_P191_M Length	D3_P265_M Read Count	D3_P265_M Covered Fraction	D3_P265_M Length	D3_P266_M Read Count	D3_P266_M Covered Fraction	D3_P266_M Length	D3_P41_M Read Count	D3_P41_M Covered Fraction	D3_P41_M Length	D3_P75_M Read Count	D3_P75_M Covered Fraction	D3_P75_M Length	D3_P9_M Read Count	D3_P9_M Covered Fraction	D3_P9_M Length	G1_P178_M Read Count	G1_P178_M Covered Fraction	G1_P178_M Length	G1_P196_M Read Count	G1_P196_M Covered Fraction	G1_P196_M Length	G1_P276_M Read Count	G1_P276_M Covered Fraction	G1_P276_M Length	G1_P291_M Read Count	G1_P291_M Covered Fraction	G1_P291_M Length	G1_P294_M Read Count	G1_P294_M Covered Fraction	G1_P294_M Length	G1_P43_M Read Count	G1_P43_M Covered Fraction	G1_P43_M Length	G1_P74_M Read Count	G1_P74_M Covered Fraction	G1_P74_M Length	G1_P82_M Read Count	G1_P82_M Covered Fraction	G1_P82_M Length	G3_P143_M Read Count	G3_P143_M Covered Fraction	G3_P143_M Length	G3_P149_M Read Count	G3_P149_M Covered Fraction	G3_P149_M Length	G3_P14_M Read Count	G3_P14_M Covered Fraction	G3_P14_M Length	G3_P179_M Read Count	G3_P179_M Covered Fraction	G3_P179_M Length	G3_P212_M Read Count	G3_P212_M Covered Fraction	G3_P212_M Length	G3_P261_M Read Count	G3_P261_M Covered Fraction	G3_P261_M Length	G3_P301_M Read Count	G3_P301_M Covered Fraction	G3_P301_M Length	G3_P84_M Read Count	G3_P84_M Covered Fraction	G3_P84_M Length
all_samples_bin.192	35494	0.8064983	1683835	806	0.020276926	1683835	1291	0.031264346	1683835	6168	0.2868749	1683835	13370	0.2686742	1683835	6174	0.0631392	1683835	913	0.024605142	1683835	4133	0.030699564	1683835	3906	0.021893475	1683835	923	0.024992948	1683835	3197	0.036560588	1683835	966	0.021560902	1683835	497	0.016258718	1683835	6907	0.039877422	1683835	1765	0.02455288	1683835	4989	0.044535242	1683835	6377	0.03471896	1683835	6635	0.053398937	1683835	17495	0.29429904	1683835	9258	0.060095556	1683835	34419	0.3033878	1683835	34470	0.08099368	1683835	429	0.01564702	1683835	27115	0.0760318	1683835	5938	0.27038398	1683835	1980979	0.99824864	1683835	21026	0.06284939	1683835	23553	0.2664388	1683835	4599	0.18873405	1683835	8952	0.06585087	1683835	5168	0.05282703	1683835	813	0.015619702	1683835
all_samples_bin.193	5341	0.024760135	1644781	17900	0.01772394	1644781	8660	0.08198477	1644781	4394	0.052196614	1644781	7818	0.13173486	1644781	8248	0.046271205	1644781	18258	0.50387496	1644781	10071	0.0297912	1644781	31172	0.3675079	1644781	8610	0.046787992	1644781	5570	0.0314285	1644781	6684	0.24466297	1644781	14178	0.47133267	1644781	11753	0.04742455	1644781	28365	0.5712335	1644781	61489	0.88363194	1644781	14733	0.106456116	1644781	8315	0.04587176	1644781	39915	0.53276396	1644781	10755	0.022227883	1644781	694676	0.9939518	1644781	10970	0.045017544	1644781	8345	0.10086814	1644781	14050	0.035320204	1644781	3993	0.045246147	1644781	284750	0.97931945	1644781	5960	0.09074825	1644781	22623	0.10876342	1644781	101989	0.9342989	1644781	12814	0.049075834	1644781	4647	0.050669968	1644781	81334	0.020928621	1644781
all_samples_bin.194	710	0.015862763	3093282	16249	0.3566332	3093282	1090	0.03581374	3093282	974	0.021021362	3093282	39127	0.6519926	3093282	5528	0.13949326	3093282	426	0.010506963	3093282	2522	0.06501703	3093282	3231	0.09178536	3093282	11395	0.28192806	3093282	57224	0.7592667	3093282	1475	0.050046843	3093282	1768	0.054628063	3093282	8397	0.21266377	3093282	17302	0.40126798	3093282	2976	0.0858955	3093282	30491	0.5577558	3093282	2261	0.052302055	3093282	3121	0.09027661	3093282	673	0.020873945	3093282	5502	0.12687625	3093282	5115	0.14287156	3093282	512	0.013034375	3093282	418665	0.99283546	3093282	79292	0.8780738	3093282	36421	0.64009523	3093282	13329	0.20408033	3093282	37009	0.63365126	3093282	4691	0.09246069	3093282	7678	0.19807376	3093282	254	0.005983289	3093282	4375	0.12205224	3093282
all_samples_bin.195	1861	0.022156106	1518227	3535	0.03961924	1518227	27918	0.05464861	1518227	641	0.015971262	1518227	243	0.009017097	1518227	198	0.008348554	1518227	507	0.02287405	1518227	4156	0.07862922	1518227	31474	0.80872625	1518227	1863	0.03633251	1518227	154	0.0074132523	1518227	18125	0.09051809	1518227	267	0.012051557	1518227	3001	0.14824001	1518227	15509	0.049474157	1518227	146986	0.99039406	1518227	68	0.0039440743	1518227	1760	0.012226762	1518227	10544	0.032014977	1518227	34	0.0023099312	1518227	3784	0.020986322	1518227	277	0.019593908	1518227	10746	0.023503073	1518227	244	0.017052127	1518227	10784	0.027305534	1518227	203	0.010219815	1518227	1999	0.09192104	1518227	44	0.0022783154	1518227	694	0.0024535197	1518227	946	0.058813997	1518227	192	0.009916172	1518227	4067	0.017725939	1518227
all_samples_bin.196	9147	0.3926874	1470261	8420	0.37055463	1470261	11424	0.5293081	1470261	14221	0.53596264	1470261	49377	0.92361766	1470261	84469	0.9623788	1470261	12853	0.46592817	1470261	7456	0.2804427	1470261	5242	0.20516561	1470261	6793	0.34685338	1470261	23001	0.6832216	1470261	2024	0.11968215	1470261	2336	0.13405375	1470261	7822	0.25187433	1470261	2858	0.13580242	1470261	6212	0.22536407	1470261	20829	0.6392511	1470261	29293	0.7777041	1470261	57452	0.87033117	1470261	87903	0.9657734	1470261	121434	0.9772469	1470261	268562	0.9755159	1470261	1106	0.06453752	1470261	419573	0.9942935	1470261	44830	0.8667808	1470261	15790	0.5494283	1470261	72001	0.9349177	1470261	122832	0.95345724	1470261	9379	0.43222803	1470261	113439	0.9646655	1470261	78597	0.9635201	1470261	3886	0.18103996	1470261
all_samples_bin.197	1084	0.05410311	1653879	1140	0.055992004	1653879	745	0.044131402	1653879	2551	0.12155545	1653879	11883	0.5083606	1653879	16882	0.570884	1653879	2527	0.10696127	1653879	637	0.029613411	1653879	451	0.022048771	1653879	609	0.031908624	1653879	301	0.017697789	1653879	144	0.0079745855	1653879	378	0.019730585	1653879	1674	0.067682095	1653879	380	0.01631256	1653879	786	0.039196942	1653879	595	0.026207479	1653879	1706	0.07723902	1653879	3231	0.14205332	1653879	44846	0.9047409	1653879	15741	0.5405263	1653879	3336	0.14970925	1653879	270	0.017592581	1653879	28033	0.74510044	1653879	3357	0.14299354	1653879	78773	0.97311956	1653879	51148	0.90046126	1653879	38804	0.8534149	1653879	1423	0.06443639	1653879	32459	0.8406171	1653879	23709	0.7565481	1653879	3581	0.13452072	1653879
all_samples_bin.198	49200	0.7938636	2576566	4375	0.17913339	2576566	7631	0.26486883	2576566	349871	0.96078426	2576566	1344	0.024353733	2576566	1132	0.037688922	2576566	126077	0.94322985	2576566	32438	0.08209648	2576566	2846	0.103507146	2576566	2103120	0.99623877	2576566	21595	0.5013732	2576566	6741	0.19902381	2576566	58148	0.8738996	2576566	200335	0.97421956	2576566	578906	0.9556588	2576566	381327	0.9822803	2576566	4634	0.18977351	2576566	1315	0.052548625	2576566	968	0.0423001	2576566	1206	0.02348203	2576566	210	0.003587721	2576566	2188	0.08614179	2576566	5405	0.15661	2576566	902	0.038016103	2576566	933	0.037421126	2576566	1884	0.064416744	2576566	679	0.0048925583	2576566	3897	0.16526027	2576566	1640	0.066423684	2576566	1681	0.049409952	2576566	5378	0.14396992	2576566	4770	0.1801522	2576566
all_samples_bin.199	2236	0.10666046	1602487	2247	0.11133257	1602487	7446	0.38169983	1602487	2992	0.14182705	1602487	12240	0.50188863	1602487	55468	0.86195207	1602487	5661	0.22897346	1602487	2086	0.078738235	1602487	1631	0.06080923	1602487	1268	0.070681386	1602487	1317	0.07156314	1602487	1117	0.061269764	1602487	1220	0.06550818	1602487	4563	0.16502474	1602487	1756	0.084230326	1602487	2921	0.13478175	1602487	6823	0.30354193	1602487	10616	0.41849825	1602487	12443	0.44845295	1602487	151205	0.97290087	1602487	43140	0.8379625	1602487	168367	0.9349436	1602487	1103	0.07696599	1602487	145398	0.9509544	1602487	3976	0.18974382	1602487	87260	0.9269679	1602487	282448	0.91397125	1602487	89199	0.9304556	1602487	4591	0.19705746	1602487	116758	0.96384996	1602487	40522	0.8594104	1602487	11370	0.38264522	1602487
all_samples_bin.19	8696	0.29489136	2016156	4427	0.16142699	2016156	3050	0.14452949	2016156	2325	0.07410141	2016156	7661	0.2967082	2016156	33508	0.71033144	2016156	13312	0.36317825	2016156	2415	0.0837956	2016156	1312	0.05696087	2016156	2288	0.10260764	2016156	518	0.022786926	2016156	726	0.029789362	2016156	1909	0.07683731	2016156	4704	0.12224699	2016156	2327	0.07610919	2016156	2004	0.078027196	2016156	3130	0.11571426	2016156	4288	0.16204897	2016156	17446	0.45640567	2016156	236891	0.9829185	2016156	55538	0.874541	2016156	4599	0.15758106	2016156	294	0.0122431	2016156	130612	0.9747693	2016156	3831	0.13023843	2016156	185095	0.9801003	2016156	1554	0.044364624	2016156	24091	0.6051585	2016156	7705	0.24276148	2016156	441494	0.9844952	2016156	36559	0.81307894	2016156	2202	0.04712284	2016156
all_samples_bin.1	21	0.0005066197	1472505	218	0.0068285	1472505	44	0.0027830126	1472505	86	0.0049928525	1472505	22	0.0007524592	1472505	74	0.0008645132	1472505	236	0.018630836	1472505	633	0.04258593	1472505	812	0.06446294	1472505	33758	0.82433814	1472505	343	0.006116108	1472505	251	0.019428797	1472505	596	0.04623957	1472505	682	0.020425737	1472505	322878	0.96931624	1472505	142347	0.94884497	1472505	264	0.007961263	1472505	35	0.0010145976	1472505	90	0.0015456654	1472505	287	0.0014716418	1472505	196	0.0018512671	1472505	915	0.0642823	1472505	912	0.0451136	1472505	544	0.021984985	1472505	3	0.00020101799	1472505	1063	0.0018410804	1472505	33	0.00045908164	1472505	218	0.006433934	1472505	689	0.04539679	1472505	464	0.022569023	1472505	994	0.06879705	1472505	274	0.01581998	1472505
all_samples_bin.200	1867	0.10550391	2028721	239	0.0033070096	2028721	6	0.00036476183	2028721	169	0.0029654151	2028721	0	0	2028721	3425	0.18706466	2028721	3202	0.1743389	2028721	280	0.0036293804	2028721	30	0.0011613228	2028721	78	0.000739875	2028721	266	0.0030511834	2028721	12	0.0006299536	2028721	62	0.0033222903	2028721	58	0.0018385969	2028721	2492	0.136242	2028721	128	0.002426159	2028721	116	0.002833805	2028721	25	0.0008290938	2028721	12	0.00036426893	2028721	6	0.00023216598	2028721	455	0.0031221642	2028721	3063	0.1682469	2028721	29	0.0008014902	2028721	72	0.00226941	2028721	63	0.0019667563	2028721	4	0.00020357654	2028721	2	0.000033518656	2028721	9	0.00030068206	2028721	1332876	0.99752456	2028721	24	0.001141113	2028721	3474	0.18330416	2028721	13	0.00048404883	2028721
all_samples_bin.201	1448303	0.97798115	1770255	244915	0.9495169	1770255	123430	0.95471895	1770255	594976	0.96440625	1770255	1508464	0.9789268	1770255	1581760	0.98329955	1770255	397186	0.9620145	1770255	2570644	0.9743489	1770255	2869808	0.9706912	1770255	121727	0.94984	1770255	1306872	0.95150983	1770255	570847	0.9540168	1770255	212707	0.9405594	1770255	5053988	0.98786783	1770255	761815	0.95970976	1770255	2097369	0.9828838	1770255	1921466	0.9679487	1770255	3625186	0.9778851	1770255	3096865	0.9733914	1770255	684953	0.9754617	1770255	4441878	0.98064345	1770255	5515536	0.9738405	1770255	278896	0.94329685	1770255	2676357	0.9843706	1770255	144617	0.9522391	1770255	1849521	0.981127	1770255	29325	0.67391026	1770255	1519395	0.9649288	1770255	847051	0.9614022	1770255	612904	0.9698987	1770255	493092	0.9667189	1770255	642791	0.9525882	1770255
all_samples_bin.202	1180	0.016607782	2313253	464251	0.9543392	2313253	327	0.015539588	2313253	1630	0.04526742	2313253	14005	0.44109225	2313253	1481	0.013890396	2313253	115	0.0035759166	2313253	170473	0.97552496	2313253	3081	0.03245084	2313253	954	0.034651205	2313253	379	0.0046077967	2313253	3955	0.0322468	2313253	448	0.021029692	2313253	3871	0.053487018	2313253	4139	0.026833208	2313253	813	0.013433032	2313253	1170	0.045434285	2313253	636	0.023758318	2313253	103	0.0029382864	2313253	865	0.040283963	2313253	314	0.00438387	2313253	381	0.003576349	2313253	11557	0.019364938	2313253	77	0.0013772813	2313253	669	0.0023006562	2313253	14	0.00065232813	2313253	31	0.0011200677	2313253	81	0.0026261718	2313253	25	0.0012294375	2313253	87	0.002387547	2313253	29	0.0012800157	2313253	2950	0.013187057	2313253
all_samples_bin.203	194	0.0084723	1697650	7290	0.29899803	1697650	541	0.030920979	1697650	318	0.01962831	1697650	1156	0.067278884	1697650	54838	0.9238948	1697650	962	0.04558242	1697650	296	0.01123023	1697650	231	0.008004006	1697650	93	0.005253733	1697650	227	0.011540659	1697650	257	0.014340412	1697650	606	0.030445617	1697650	3950	0.17181574	1697650	54	0.0016905722	1697650	706	0.027804907	1697650	8943	0.362269	1697650	983	0.048859306	1697650	2578	0.12495862	1697650	88697	0.9883757	1697650	13225	0.49112892	1697650	544	0.025449298	1697650	95	0.0046676286	1697650	62073	0.9468159	1697650	9438	0.33355463	1697650	108062	0.9908096	1697650	535	0.028878154	1697650	9807	0.39886904	1697650	433	0.02403499	1697650	70004	0.9601567	1697650	230	0.009800606	1697650	56	0.0024993373	1697650
all_samples_bin.204	2289	0.07253042	2494388	104	0.0036269417	2494388	828	0.032260016	2494388	919	0.02839053	2494388	4285	0.14122823	2494388	11825	0.32625237	2494388	4668	0.11880349	2494388	4027	0.118658364	2494388	427	0.008425313	2494388	481	0.017166134	2494388	184	0.0032023888	2494388	542	0.019233575	2494388	483	0.017795147	2494388	10483	0.26594257	2494388	1857	0.054519985	2494388	726	0.022391465	2494388	342	0.0059874407	2494388	6736	0.19156924	2494388	466	0.008218048	2494388	3615	0.12204677	2494388	783	0.017459994	2494388	9453	0.2631391	2494388	159	0.0045321737	2494388	151736	0.9733069	2494388	494	0.015022923	2494388	2807	0.073069625	2494388	11070	0.33600467	2494388	7937	0.22137094	2494388	2053	0.056095924	2494388	16925	0.4439229	2494388	2625	0.09681854	2494388	304	0.0080440575	2494388
all_samples_bin.205	29293	0.14530127	3396667	366815	0.5259185	3396667	408	0.012063591	3396667	8853	0.06382904	3396667	3684	0.035840724	3396667	5348	0.04565034	3396667	1456	0.04362571	3396667	40346	0.0904731	3396667	627407	0.9927411	3396667	6042	0.07422482	3396667	25	0.00065358187	3396667	29066	0.20478074	3396667	2087	0.050985273	3396667	301605	0.9593004	3396667	49197	0.13476446	3396667	2297	0.046975166	3396667	20819	0.021295287	3396667	336	0.008740333	3396667	495	0.015478409	3396667	1408	0.03833405	3396667	259	0.00068861624	3396667	144	0.0044013737	3396667	616	0.01779038	3396667	112	0.0030709517	3396667	22	0.00066535815	3396667	252	0.0011896957	3396667	124	0.0011081451	3396667	34	0.00068420015	3396667	207	0.0065790964	3396667	3499	0.052580073	3396667	748	0.005195976	3396667	352	0.010205004	3396667
all_samples_bin.206	562435	0.9699548	3092641	24279264	0.9929617	3092641	11488	0.3082676	3092641	572419	0.9565307	3092641	59638	0.8222506	3092641	130380	0.9175436	3092641	16420	0.39135417	3092641	1622031	0.9434432	3092641	1129853	0.96210814	3092641	225938	0.95623094	3092641	526	0.017412625	3092641	587783	0.96668607	3092641	34721	0.66912323	3092641	1473483	0.9606081	3092641	3633767	0.9683394	3092641	8630	0.2288342	3092641	52215	0.788257	3092641	7468	0.23301993	3092641	4026	0.11649978	3092641	47020	0.76656556	3092641	223	0.0040279487	3092641	7748	0.24258134	3092641	3142	0.09783354	3092641	1969	0.06078268	3092641	1112	0.039002262	3092641	1786	0.045848515	3092641	249	0.0060685994	3092641	1057	0.018259797	3092641	8661	0.26722178	3092641	3204	0.10322569	3092641	9332	0.28327084	3092641	2059	0.06725546	3092641
all_samples_bin.207	8770	0.16829409	1514260	1281	0.046070028	1514260	4036	0.18370557	1514260	2643	0.062462192	1514260	9887	0.26699245	1514260	18592	0.549123	1514260	2173	0.058707885	1514260	6806	0.027620092	1514260	5275	0.037214216	1514260	2593	0.10099587	1514260	2844	0.015962252	1514260	1400	0.01949335	1514260	739	0.022508023	1514260	14004	0.074606076	1514260	2611	0.03771743	1514260	7816	0.038155932	1514260	6968	0.07606158	1514260	9805	0.08764281	1514260	16785	0.30638662	1514260	35608	0.85971826	1514260	36453	0.723634	1514260	34694	0.60482746	1514260	952	0.011292645	1514260	57787	0.9047297	1514260	2649	0.06877485	1514260	96913	0.97686857	1514260	2979	0.027472164	1514260	28577	0.62116015	1514260	5279	0.15575859	1514260	20712	0.64031607	1514260	35453	0.8906879	1514260	1696	0.010778202	1514260
all_samples_bin.208	5224	0.17876486	1852892	4981	0.12575638	1852892	1077	0.059490245	1852892	14872	0.42814475	1852892	53742	0.8155208	1852892	19303	0.477921	1852892	10228	0.27023217	1852892	2060	0.07279539	1852892	708	0.02665293	1852892	268	0.012804848	1852892	664	0.03763252	1852892	219	0.009675146	1852892	2551	0.101228245	1852892	4628	0.13169953	1852892	3971	0.09181755	1852892	1394	0.050049327	1852892	4550	0.17454498	1852892	7114	0.22524789	1852892	3255	0.107333295	1852892	63143	0.8710373	1852892	13132	0.40937573	1852892	8873	0.26570627	1852892	1204	0.072241664	1852892	4346	0.13762593	1852892	14407	0.268449	1852892	3942	0.072599486	1852892	306039	0.9757358	1852892	5383	0.13506185	1852892	13148	0.3686205	1852892	82420	0.95132744	1852892	149214	0.98772836	1852892	28744	0.3344696	1852892
all_samples_bin.209	647	0.01979932	2486146	1364	0.053824272	2486146	1408	0.029964853	2486146	106	0.0035424307	2486146	3085	0.058127318	2486146	906	0.023591535	2486146	456	0.0056464905	2486146	2869	0.060829494	2486146	180	0.0056010387	2486146	6078	0.08115895	2486146	15269	0.124335416	2486146	46	0.0017171155	2486146	64	0.0023566596	2486146	652422	0.9917925	2486146	507	0.012931662	2486146	6836	0.133643	2486146	1331	0.0360904	2486146	2788	0.055524092	2486146	2719	0.07887308	2486146	1549	0.06538393	2486146	3115	0.058800247	2486146	70	0.0020292453	2486146	3923	0.10726401	2486146	748	0.022579929	2486146	69	0.0029636233	2486146	995	0.022531662	2486146	98	0.0040826243	2486146	2338	0.053990394	2486146	1604	0.04210935	2486146	437	0.01386966	2486146	317	0.003613223	2486146	1722	0.058430597	2486146
all_samples_bin.20	711	0.025260197	2440836	419	0.01377274	2440836	2630	0.10422208	2440836	631	0.024860336	2440836	1064	0.042858265	2440836	3035	0.09702086	2440836	293	0.009917503	2440836	565	0.016407494	2440836	322	0.0067673535	2440836	248	0.007621569	2440836	487	0.012468269	2440836	168	0.0064506587	2440836	219	0.008408185	2440836	1807	0.021677408	2440836	204	0.0065469374	2440836	726	0.023160508	2440836	599	0.01862067	2440836	2395	0.08059329	2440836	5204	0.14883466	2440836	15860	0.45111266	2440836	8581	0.25406295	2440836	3772	0.13039713	2440836	1057	0.0056468355	2440836	46609	0.79901844	2440836	1834	0.045957614	2440836	126038	0.9872687	2440836	17213	0.49358335	2440836	16934	0.46147713	2440836	2302	0.0771162	2440836	40486	0.8001791	2440836	2626	0.10780896	2440836	371	0.00298873	2440836
all_samples_bin.210	40	0.00074433914	2493487	134	0.0042558876	2493487	558	0.0051955353	2493487	34	0.0016170127	2493487	17	0.00093323126	2493487	39	0.0012965779	2493487	631	0.028039047	2493487	154	0.005199947	2493487	10298	0.32350278	2493487	2656	0.071811885	2493487	102	0.0041648503	2493487	833	0.027422642	2493487	22	0.0008722724	2493487	292	0.010845856	2493487	300	0.003552856	2493487	370782	0.99766314	2493487	27	0.0012733173	2493487	71	0.0026019786	2493487	1180	0.034740105	2493487	16	0.00077000604	2493487	184	0.006212585	2493487	606	0.029042462	2493487	350	0.006561895	2493487	597	0.02800536	2493487	191	0.0028903298	2493487	5862	0.1999449	2493487	10034	0.32165998	2493487	47	0.0021331573	2493487	16	0.0007864488	2493487	686	0.029692955	2493487	74	0.00334712	2493487	4325	0.14567311	2493487
all_samples_bin.211	5190	0.18669292	2179231	901	0.03192686	2179231	1226	0.055927984	2179231	359	0.014024672	2179231	888	0.034495655	2179231	2486	0.078146376	2179231	2250	0.07562897	2179231	508	0.015776208	2179231	1174	0.03583466	2179231	781	0.034739777	2179231	90	0.0031364274	2179231	369	0.014133426	2179231	727	0.028323295	2179231	1896	0.04324599	2179231	415	0.0140512865	2179231	863	0.026312951	2179231	2086	0.008712706	2179231	7307	0.20484245	2179231	2607	0.048856225	2179231	13708	0.36593184	2179231	16487	0.43743962	2179231	5670	0.03186399	2179231	113	0.0037861979	2179231	81755	0.920588	2179231	1769	0.04832301	2179231	97974	0.94184464	2179231	2031	0.034674156	2179231	10592	0.28148875	2179231	4579	0.15232255	2179231	109739	0.9807863	2179231	824	0.023473417	2179231	436	0.0032919869	2179231
all_samples_bin.212	1283	0.044224184	2457886	507039	0.97526246	2457886	1997	0.077584155	2457886	12441	0.34149876	2457886	27234	0.62368274	2457886	202819	0.97192955	2457886	37598	0.69094867	2457886	30900	0.65515083	2457886	1912	0.069196865	2457886	11678	0.36098298	2457886	439129	0.98230714	2457886	66226	0.8520696	2457886	34857	0.7146263	2457886	15039	0.4094079	2457886	63925	0.83501595	2457886	11577	0.34444153	2457886	304517	0.97539186	2457886	3868	0.1118807	2457886	18624	0.47637033	2457886	68203	0.86425894	2457886	135705	0.954515	2457886	110593	0.9442574	2457886	14202	0.34293658	2457886	470426	0.987226	2457886	147668	0.9465191	2457886	45074	0.72288746	2457886	3994	0.12588216	2457886	159546	0.9595087	2457886	8016	0.2174222	2457886	26119	0.5960183	2457886	776	0.022569802	2457886	16654	0.4474341	2457886
all_samples_bin.213	1148	0.05350619	1615514	849	0.03969387	1615514	531	0.029380122	1615514	978	0.0458529	1615514	1163	0.050162364	1615514	6230	0.25493744	1615514	1497	0.063399635	1615514	164	0.005357428	1615514	250	0.010284034	1615514	789	0.04449977	1615514	140	0.005432327	1615514	155	0.007318414	1615514	382	0.020785335	1615514	776	0.02427339	1615514	503	0.01630317	1615514	360	0.0112020075	1615514	731	0.030774726	1615514	890	0.034933154	1615514	2319	0.081452094	1615514	8491	0.3159205	1615514	7632	0.30928546	1615514	1998	0.02519322	1615514	190	0.008298288	1615514	25131	0.7068599	1615514	1192	0.048579585	1615514	17742	0.57358956	1615514	25106	0.7671478	1615514	15321	0.52134305	1615514	1793	0.09645785	1615514	26721	0.7706185	1615514	4018	0.20341761	1615514	2269	0.08664673	1615514
all_samples_bin.214	910	0.048390176	1697514	295	0.018034609	1697514	685	0.010353375	1697514	357	0.023064906	1697514	7	0.00039528392	1697514	23	0.00078290957	1697514	206	0.010197265	1697514	742	0.018015169	1697514	622	0.0062903753	1697514	171876	0.9963853	1697514	414	0.02271557	1697514	260	0.0027316418	1697514	23	0.00025979168	1697514	311	0.003896875	1697514	279	0.0025979166	1697514	1784	0.029144973	1697514	320	0.02036213	1697514	141	0.0018792186	1697514	940	0.0056529725	1697514	5	0.00015669974	1697514	194	0.0048612263	1697514	35	0.0011799608	1697514	374	0.0019157426	1697514	19	0.0011257639	1697514	413	0.0018815751	1697514	94	0.0029354692	1697514	53	0.002824719	1697514	277	0.018665532	1697514	1954	0.0005301871	1697514	1183	0.06510697	1697514	83	0.002957855	1697514	2509	0.020530023	1697514
all_samples_bin.215	64	0.0054688663	1429181	52	0.0032920951	1429181	15	0.0008816238	1429181	59	0.0044801882	1429181	24	0.0015155533	1429181	3364	0.18498917	1429181	91	0.005251259	1429181	67410	0.976164	1429181	109	0.00930463	1429181	18	0.0009802817	1429181	604	0.03529644	1429181	166	0.013860386	1429181	214	0.017096505	1429181	709	0.041051485	1429181	222	0.017759822	1429181	1080	0.056254596	1429181	3085	0.16748333	1429181	192	0.015308068	1429181	6	0.0004771964	1429181	179	0.009876985	1429181	3352	0.19835766	1429181	18863	0.71517116	1429181	1610	0.08818897	1429181	57	0.005305136	1429181	588	0.038053963	1429181	8	0.0006549205	1429181	27	0.0017877371	1429181	182	0.011308575	1429181	136	0.009997334	1429181	6	0.0002910758	1429181	52	0.0039239256	1429181	419	0.023735272	1429181
