sample,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,bioproject,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,lower_bound,upper_bound,size_range,smf
ERR2098398,14326890391,19663000000.0,72.86%,1717881,,PRJEB87662,19.664,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N020000340,marine metagenome,0.22,3.0,0.22-3.0,72.86
ERR2098402,5115318826,16429000000.0,31.14%,1996612,,PRJEB87662,16.429,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N020000342,marine metagenome,3.0,20.0,3.0-20.0,31.14
ERR2098411,3906279483,20487000000.0,19.07%,1959292,,PRJEB87662,20.488,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000830,marine metagenome,3.0,20.0,3.0-20.0,19.07
ERR2098383,1492883307,12158000000.0,12.28%,2969376,,PRJEB87662,12.159,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000402,marine metagenome,3.0,20.0,3.0-20.0,12.28
ERR2098389,15292062887,19495000000.0,78.44%,1731360,,PRJEB87662,19.496,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000405,marine metagenome,0.22,3.0,0.22-3.0,78.44
ERR2098409,16044313608,22295000000.0,71.96%,1662093,,PRJEB87662,22.295,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N030000829,marine metagenome,0.22,3.0,0.22-3.0,71.96
ERR2098393,4806016979,14670000000.0,32.76%,2054205,,PRJEB87662,14.67,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000412,marine metagenome,3.0,20.0,3.0-20.0,32.76
ERR2098392,3789191320,13722000000.0,27.61%,2081699,,PRJEB87662,13.722,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000406,marine metagenome,3.0,20.0,3.0-20.0,27.61
ERR2098384,1099075458,16528000000.0,6.65%,3345332,,PRJEB87662,16.529,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000408,marine metagenome,3.0,20.0,3.0-20.0,6.65
ERR2098379,13650068313,18456000000.0,73.96%,1752631,,PRJEB87662,18.456,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000368,marine metagenome,0.22,3.0,0.22-3.0,73.96
ERR2098399,12821375002,18328000000.0,69.96%,1725576,,PRJEB87662,18.329,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000340,marine metagenome,0.22,3.0,0.22-3.0,69.96
ERR2098390,12591618449,16477000000.0,76.42%,1738970,,PRJEB87662,16.477,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000411,marine metagenome,0.22,3.0,0.22-3.0,76.42
ERR2098403,5103086135,18870000000.0,27.04%,2034415,,PRJEB87662,18.87,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N030000342,marine metagenome,3.0,20.0,3.0-20.0,27.04
ERR2098404,3285606216,13599000000.0,24.16%,2109511,,PRJEB87662,13.599,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000345,marine metagenome,3.0,20.0,3.0-20.0,24.16
ERR2098401,13837026389,18604000000.0,74.38%,1679465,,PRJEB87662,18.605,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000346,marine metagenome,0.22,3.0,0.22-3.0,74.38
ERR2098391,6320960698,17366000000.0,36.40%,2031111,,PRJEB87662,17.366,WGS,RANDOM,Illumina HiSeq 4000,EMOSE_N010000373,marine metagenome,3.0,20.0,3.0-20.0,36.4
SRR8062335,13322582829,15857000000.0,84.02%,1945621,,PRJNA326482,15.858,WGS,RANDOM,Illumina HiSeq 2500,D3a234B,marine metagenome,0.2,2.7,0.2-2.7,84.02
SRR8062344,17806887697,19759000000.0,90.12%,2475486,,PRJNA326482,19.76,WGS,RANDOM,Illumina HiSeq 2500,D3b314B,marine metagenome,0.2,2.7,0.2-2.7,90.12
SRR8062318,28390433066,31362000000.0,90.52%,2232510,,PRJNA326482,31.363,WGS,RANDOM,Illumina HiSeq 2500,D2a267B,marine metagenome,0.2,2.7,0.2-2.7,90.52
SRR8062347,15724372333,17803000000.0,88.32%,1821266,,PRJNA326482,17.804,WGS,RANDOM,Illumina HiSeq 2500,D3a103B,marine metagenome,0.2,2.7,0.2-2.7,88.32
SRR8062330,18657177723,18635000000.0,100.00%,2405748,,PRJNA326482,18.636,WGS,RANDOM,Illumina HiSeq 2500,D3b295B,marine metagenome,0.2,2.7,0.2-2.7,100.0
SRR8062336,14066849488,16611000000.0,84.68%,1947818,,PRJNA326482,16.611,WGS,RANDOM,Illumina HiSeq 2500,D3b103B,marine metagenome,0.2,2.7,0.2-2.7,84.68
SRR8062340,24861829224,27589000000.0,90.12%,2460303,,PRJNA326482,27.59,WGS,RANDOM,Illumina HiSeq 2500,D2b200B,marine metagenome,0.2,2.7,0.2-2.7,90.12
SRR8062329,26212139160,26920000000.0,97.37%,2389275,,PRJNA326482,26.921,WGS,RANDOM,Illumina HiSeq 2500,D2b267B,marine metagenome,0.2,2.7,0.2-2.7,97.37
SRR8062333,35084498814,34310000000.0,100.00%,2197038,,PRJNA326482,34.31,WGS,RANDOM,Illumina HiSeq 2500,D3a295B,marine metagenome,0.2,2.7,0.2-2.7,100.0
SRR8062342,20193461214,22608000000.0,89.32%,2039424,,PRJNA326482,22.609,WGS,RANDOM,Illumina HiSeq 2500,D2b237B,marine metagenome,0.2,2.7,0.2-2.7,89.32
SRR8062343,24508385566,25737000000.0,95.23%,2429975,,PRJNA326482,25.737,WGS,RANDOM,Illumina HiSeq 2500,D2a247B,marine metagenome,0.2,2.7,0.2-2.7,95.23
SRR8062337,15920146163,18263000000.0,87.17%,1901821,,PRJNA326482,18.264,WGS,RANDOM,Illumina HiSeq 2500,D3a198B,marine metagenome,0.2,2.7,0.2-2.7,87.17
SRR8062338,25822409101,30058000000.0,85.91%,2109436,,PRJNA326482,30.059,WGS,RANDOM,Illumina HiSeq 2500,D2b143B,marine metagenome,0.2,2.7,0.2-2.7,85.91
SRR8062319,33379002199,38841000000.0,85.94%,2092885,,PRJNA326482,38.841,WGS,RANDOM,Illumina HiSeq 2500,D2a143B,marine metagenome,0.2,2.7,0.2-2.7,85.94
SRR8062331,15284457397,17154000000.0,89.10%,2294034,,PRJNA326482,17.155,WGS,RANDOM,Illumina HiSeq 2500,D3a314B,marine metagenome,0.2,2.7,0.2-2.7,89.1
SRR8062341,18328469705,20579000000.0,89.06%,2134474,,PRJNA326482,20.579,WGS,RANDOM,Illumina HiSeq 2500,D2a237B,marine metagenome,0.2,2.7,0.2-2.7,89.06
SRR8062339,35032471823,42126000000.0,83.16%,2208843,,PRJNA326482,42.126,WGS,RANDOM,Illumina HiSeq 2500,D2a200B,marine metagenome,0.2,2.7,0.2-2.7,83.16
SRR8062317,22389948989,24755000000.0,90.45%,2239273,,PRJNA326482,24.755,WGS,RANDOM,Illumina HiSeq 2500,D2b247B,marine metagenome,0.2,2.7,0.2-2.7,90.45
SRR8062334,13228455475,14950000000.0,88.48%,1692073,,PRJNA326482,14.951,WGS,RANDOM,Illumina HiSeq 2500,D3b198B,marine metagenome,0.2,2.7,0.2-2.7,88.48
SRR8062332,17910315600,20700000000.0,86.52%,1837625,,PRJNA326482,20.701,WGS,RANDOM,Illumina HiSeq 2500,D3b234B,marine metagenome,0.2,2.7,0.2-2.7,86.52
ERR588857,18494743781,24679000000.0,74.94%,1814660,,PRJEB4352,24.68,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002223,marine metagenome,0.22,3.0,0.22-3.0,74.94
ERR3995349,2326000373,2966000000.0,78.42%,2002325,,PRJEB35627,2.967,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_04_0812,marine metagenome,0.22,2.7,0.22-2.7,78.42
ERR3994052,4038712957,5838000000.0,69.18%,1919285,,PRJEB35627,5.839,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_08_0208,marine metagenome,0.22,2.7,0.22-2.7,69.18
ERR3994153,3807031037,5355000000.0,71.09%,2012535,,PRJEB35627,5.356,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_10_0208,marine metagenome,0.22,2.7,0.22-2.7,71.09
ERR3994075,2255832028,3054000000.0,73.86%,2008541,,PRJEB35627,3.055,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_02_0812,marine metagenome,0.22,2.7,0.22-2.7,73.86
ERR3991483,2786608693,3947000000.0,70.60%,1908113,,PRJEB35627,3.947,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_06_0812,marine metagenome,0.22,2.7,0.22-2.7,70.6
ERR3994046,3383342082,5303000000.0,63.80%,2042612,,PRJEB35627,5.303,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_18_0208,marine metagenome,0.22,2.7,0.22-2.7,63.8
ERR3997387,2448098416,3171000000.0,77.20%,2182412,,PRJEB35627,3.171,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_20_0811,marine metagenome,0.22,2.7,0.22-2.7,77.2
ERR3991265,2173110917,3617000000.0,60.08%,2149297,,PRJEB35627,3.618,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_12_0812,marine metagenome,0.22,2.7,0.22-2.7,60.08
ERR3997485,3370263162,4819000000.0,69.94%,1981133,,PRJEB35627,4.819,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_06_0208,marine metagenome,0.22,2.7,0.22-2.7,69.94
ERR3994209,3540901465,5032000000.0,70.37%,1927200,,PRJEB35627,5.033,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_04_0208,marine metagenome,0.22,2.7,0.22-2.7,70.37
ERR3997369,2114325328,2829000000.0,74.74%,2039595,,PRJEB35627,2.829,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_10_0812,marine metagenome,0.22,2.7,0.22-2.7,74.74
SRR1298821,94050724,752000000.0,12.51%,3355359,,PRJNA248552,0.753,WGS,RANDOM,Illumina MiSeq,,marine metagenome,3.0,57.0,3.0-57.0,12.51
SRR1298814,648925584,2052000000.0,31.62%,2356302,,PRJNA248552,2.053,WGS,RANDOM,Illumina MiSeq,,marine metagenome,0.3,3.0,0.3-3.0,31.62
SRR1298812,640460394,1681000000.0,38.10%,2537884,,PRJNA248552,1.682,WGS,RANDOM,Illumina MiSeq,,marine metagenome,0.3,3.0,0.3-3.0,38.1
SRR1298813,123809443,1237000000.0,10.01%,3501398,,PRJNA248552,1.238,WGS,RANDOM,Illumina MiSeq,,marine metagenome,3.0,57.0,3.0-57.0,10.01
SRR1298807,438194887,1398000000.0,31.34%,2370415,,PRJNA248552,1.399,WGS,RANDOM,Illumina MiSeq,,marine metagenome,3.0,57.0,3.0-57.0,31.34
SRR1298816,287375638,676000000.0,42.51%,2013562,,PRJNA248552,0.677,WGS,RANDOM,Illumina MiSeq,,marine metagenome,0.3,3.0,0.3-3.0,42.51
SRR1298809,59825428,632000000.0,9.47%,2508404,,PRJNA248552,0.633,WGS,RANDOM,Illumina MiSeq,,marine metagenome,3.0,57.0,3.0-57.0,9.47
SRR1298808,203122665,732000000.0,27.75%,1887056,,PRJNA248552,0.733,WGS,RANDOM,Illumina MiSeq,,marine metagenome,0.3,3.0,0.3-3.0,27.75
SRR1298803,527489214,1510000000.0,34.93%,2285977,,PRJNA248552,1.511,WGS,RANDOM,Illumina MiSeq,,marine metagenome,0.3,3.0,0.3-3.0,34.93
SRR1298810,407292254,987000000.0,41.27%,2088357,,PRJNA248552,0.987,WGS,RANDOM,Illumina MiSeq,,marine metagenome,0.3,3.0,0.3-3.0,41.27
SRR1298815,128488120,1727000000.0,7.44%,3480177,,PRJNA248552,1.728,WGS,RANDOM,Illumina MiSeq,,marine metagenome,3.0,57.0,3.0-57.0,7.44
ERR3589565,21405557010,33896000000.0,63.15%,2279085,,PRJEB9740,33.897,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000046,marine metagenome,0.22,3.0,0.22-3.0,63.15
ERR3589571,29779632688,40241000000.0,74.00%,1857258,,PRJEB9740,40.242,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000967,marine metagenome,0.22,3.0,0.22-3.0,74.0
ERR3589584,31409294933,36926000000.0,85.06%,1814171,,PRJEB9740,36.926,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110000014,marine metagenome,0.22,3.0,0.22-3.0,85.06
ERR3589564,18004203378,30309000000.0,59.40%,1717949,,PRJEB9740,30.309,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110001452,marine metagenome,0.22,3.0,0.22-3.0,59.4
ERR3589553,26065414579,31896000000.0,81.72%,2113106,,PRJEB9740,31.897,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000091,marine metagenome,0.22,3.0,0.22-3.0,81.72
ERR3589570,25748076099,32400000000.0,79.47%,1957146,,PRJEB9740,32.4,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000263,marine metagenome,0.22,3.0,0.22-3.0,79.47
ERR3589556,28140463160,41882000000.0,67.19%,1792543,,PRJEB9740,41.882,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000971,marine metagenome,0.22,3.0,0.22-3.0,67.19
ERR3589576,23145079996,29644000000.0,78.08%,1761477,,PRJEB9740,29.644,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000459,marine metagenome,0.22,3.0,0.22-3.0,78.08
ERR3589582,24673628534,32124000000.0,76.81%,1677778,,PRJEB9740,32.125,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000444,marine metagenome,0.22,3.0,0.22-3.0,76.81
ERR3589558,29248649652,48142000000.0,60.75%,2182825,,PRJEB9740,48.142,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000902,marine metagenome,0.22,3.0,0.22-3.0,60.75
ERR3589566,27229832436,34267000000.0,79.46%,2068872,,PRJEB9740,34.267,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000090,marine metagenome,0.22,3.0,0.22-3.0,79.46
ERR3589568,20520107652,30447000000.0,67.40%,1896508,,PRJEB9740,30.448,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000503,marine metagenome,0.22,3.0,0.22-3.0,67.4
ERR3589583,27679746819,35673000000.0,77.59%,1726924,,PRJEB9740,35.674,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110000008,marine metagenome,0.22,3.0,0.22-3.0,77.59
ERR3589557,26176515937,36072000000.0,72.57%,1782862,,PRJEB9740,36.073,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000305,marine metagenome,0.22,3.0,0.22-3.0,72.57
ERR3589587,26189392590,32305000000.0,81.07%,1888869,,PRJEB9740,32.305,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110000037,marine metagenome,0.22,3.0,0.22-3.0,81.07
ERR3589585,20485387582,29096000000.0,70.41%,1926251,,PRJEB9740,29.096,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110001454,marine metagenome,0.22,3.0,0.22-3.0,70.41
ERR3589575,21231436721,34815000000.0,60.98%,1584516,,PRJEB9740,34.816,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000858,marine metagenome,0.22,3.0,0.22-3.0,60.98
ERR3589567,26788661456,32773000000.0,81.74%,2021005,,PRJEB9740,32.773,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000116,marine metagenome,0.22,3.0,0.22-3.0,81.74
ERR3589589,20866054282,26453000000.0,78.88%,1968784,,PRJEB9740,26.454,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110000093,marine metagenome,0.22,3.0,0.22-3.0,78.88
ERR3589593,29923765222,43927000000.0,68.12%,1983715,,PRJEB9740,43.927,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000196,marine metagenome,0.22,3.0,0.22-3.0,68.12
ERR3589563,26415016278,32380000000.0,81.58%,1858080,,PRJEB9740,32.381,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000438,marine metagenome,0.22,3.0,0.22-3.0,81.58
ERR3589554,28482773233,40484000000.0,70.36%,1997849,,PRJEB9740,40.484,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000238,marine metagenome,0.22,3.0,0.22-3.0,70.36
ERR3589555,23435372949,32519000000.0,72.07%,1793280,,PRJEB9740,32.52,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000259,marine metagenome,0.22,3.0,0.22-3.0,72.07
ERR3589578,26026414831,38546000000.0,67.52%,2191060,,PRJEB9740,38.546,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000211,marine metagenome,0.22,3.0,0.22-3.0,67.52
ERR3589569,19152622182,28300000000.0,67.68%,1868248,,PRJEB9740,28.301,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000261,marine metagenome,0.22,3.0,0.22-3.0,67.68
ERR3589561,25184835235,35262000000.0,71.42%,1710871,,PRJEB9740,35.263,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000483,marine metagenome,0.22,3.0,0.22-3.0,71.42
ERR3589591,30576904728,39694000000.0,77.03%,1728188,,PRJEB9740,39.695,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000003,marine metagenome,0.22,3.0,0.22-3.0,77.03
ERR3589574,25517433638,36045000000.0,70.79%,1891134,,PRJEB9740,36.045,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000881,marine metagenome,0.22,3.0,0.22-3.0,70.79
ERR3589577,29725855435,35209000000.0,84.43%,1994678,,PRJEB9740,35.209,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000114,marine metagenome,0.22,3.0,0.22-3.0,84.43
ERR3589588,22637383020,28197000000.0,80.28%,1741132,,PRJEB9740,28.197,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110000027,marine metagenome,0.22,3.0,0.22-3.0,80.28
ERR3589592,27127636623,40261000000.0,67.38%,1834712,,PRJEB9740,40.261,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110001450,marine metagenome,0.22,3.0,0.22-3.0,67.38
ERR3589572,26047131352,40878000000.0,63.72%,2250078,,PRJEB9740,40.878,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000908,marine metagenome,0.22,3.0,0.22-3.0,63.72
ERR3589580,16737410985,34204000000.0,48.93%,2050038,,PRJEB9740,34.205,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000285,marine metagenome,0.22,3.0,0.22-3.0,48.93
ERR3589581,18892701120,32458000000.0,58.21%,2023200,,PRJEB9740,32.459,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000977,marine metagenome,0.22,3.0,0.22-3.0,58.21
ERR3589573,22019028635,32735000000.0,67.26%,1917339,,PRJEB9740,32.736,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000914,marine metagenome,0.22,3.0,0.22-3.0,67.26
ERR3589579,23697822152,33812000000.0,70.09%,2040068,,PRJEB9740,33.812,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000240,marine metagenome,0.22,3.0,0.22-3.0,70.09
ERR3589560,27262708518,38816000000.0,70.24%,1822537,,PRJEB9740,38.816,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000495,marine metagenome,0.22,3.0,0.22-3.0,70.24
ERR3589586,24883902748,32426000000.0,76.74%,2278971,,PRJEB9740,32.426,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110001469,marine metagenome,0.22,3.0,0.22-3.0,76.74
ERR3589559,29264225928,38926000000.0,75.18%,2030735,,PRJEB9740,38.927,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000879,marine metagenome,0.22,3.0,0.22-3.0,75.18
ERR3589562,25137860288,32267000000.0,77.91%,1780777,,PRJEB9740,32.268,WGS,RANDOM,Illumina HiSeq 2000,TARA_B110000467,marine metagenome,0.22,3.0,0.22-3.0,77.91
ERR3589590,21033678750,33609000000.0,62.58%,2172663,,PRJEB9740,33.609,WGS,RANDOM,Illumina HiSeq 2500,TARA_B110000208,marine metagenome,0.22,3.0,0.22-3.0,62.58
ERR4013358,3783059798,5048000000.0,74.94%,1881661,,PRJEB35627,5.048,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_14_0208,marine metagenome,0.22,2.7,0.22-2.7,74.94
ERR4008056,2529760464,3229000000.0,78.35%,2036270,,PRJEB35627,3.229,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_24_0811,marine metagenome,0.22,2.7,0.22-2.7,78.35
ERR4013316,2751110160,3840000000.0,71.64%,1828345,,PRJEB35627,3.84,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_16_0812,marine metagenome,0.22,2.7,0.22-2.7,71.64
ERR4008065,2896716838,3837000000.0,75.49%,1781992,,PRJEB35627,3.838,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_08_0812,marine metagenome,0.22,2.7,0.22-2.7,75.49
ERR4013355,3705294624,5481000000.0,67.60%,1983456,,PRJEB35627,5.482,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_12_0208,marine metagenome,0.22,2.7,0.22-2.7,67.6
ERR4013329,3437027387,4252000000.0,80.83%,1827516,,PRJEB35627,4.252,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_18_0811,marine metagenome,0.22,2.7,0.22-2.7,80.83
ERR4007876,3155217127,4752000000.0,66.40%,2052441,,PRJEB35627,4.752,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_22_0207,marine metagenome,0.22,2.7,0.22-2.7,66.4
ERR4000682,3351605078,4865000000.0,68.89%,2005700,,PRJEB35627,4.865,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_02_0208,marine metagenome,0.22,2.7,0.22-2.7,68.89
ERR4013331,3572022117,4385000000.0,81.46%,1755733,,PRJEB35627,4.386,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_18_0812,marine metagenome,0.22,2.7,0.22-2.7,81.46
ERR4013353,2460166907,3195000000.0,77.00%,1960839,,PRJEB35627,3.195,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_22_0811,marine metagenome,0.22,2.7,0.22-2.7,77.0
ERR4008005,3524849546,5041000000.0,69.92%,1921737,,PRJEB35627,5.041,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_16_0208,marine metagenome,0.22,2.7,0.22-2.7,69.92
ERR4013361,3721028076,5593000000.0,66.53%,2018447,,PRJEB35627,5.594,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_20_0207,marine metagenome,0.22,2.7,0.22-2.7,66.53
ERR4007613,3301455990,4688000000.0,70.42%,1937179,,PRJEB35627,4.689,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_24_0207,marine metagenome,0.22,2.7,0.22-2.7,70.42
ERR4013360,3156271947,4667000000.0,67.63%,1919196,,PRJEB35627,4.667,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2016_18_0207,marine metagenome,0.22,2.7,0.22-2.7,67.63
ERR4013314,1905967798,2983000000.0,63.89%,2222547,,PRJEB35627,2.983,WGS,RANDOM,Illumina HiSeq 2500,gDNA_RS2015_14_0812,marine metagenome,0.22,2.7,0.22-2.7,63.89
ERR1726620,272846276,28705000000.0,0.95%,3791638,,PRJEB4352,28.705,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001915,marine metagenome,180.0,2000.0,180.0-2000.0,0.95
ERR1726689,59903263,9914000000.0,0.60%,3827685,,PRJEB4352,9.915,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000790,marine metagenome,180.0,2000.0,180.0-2000.0,0.6
ERR1726550,65937993,12861000000.0,0.51%,3454059,,PRJEB4352,12.861,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001622,marine metagenome,180.0,2000.0,180.0-2000.0,0.51
ERR1726918,440582965,25841000000.0,1.70%,3174000,,PRJEB4352,25.841,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001245,marine metagenome,20.0,180.0,20.0-180.0,1.7
ERR1726650,59355749,35647000000.0,0.17%,3273897,,PRJEB4352,35.648,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003017,marine metagenome,180.0,2000.0,180.0-2000.0,0.17
ERR1726601,365115226,30104000000.0,1.21%,3397369,,PRJEB4352,30.104,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002041,marine metagenome,20.0,180.0,20.0-180.0,1.21
ERR1726822,591088873,34862000000.0,1.70%,3284557,,PRJEB4352,34.862,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002021,marine metagenome,5.0,20.0,5.0-20.0,1.7
ERR1726852,157359778,46459000000.0,0.34%,3338137,,PRJEB4352,46.46,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002717,marine metagenome,20.0,180.0,20.0-180.0,0.34
ERR1726917,154454157,37558000000.0,0.41%,3894457,,PRJEB4352,37.559,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001144,marine metagenome,180.0,2000.0,180.0-2000.0,0.41
ERR1726876,434283990,42748000000.0,1.02%,3417675,,PRJEB4352,42.748,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001288,marine metagenome,180.0,2000.0,180.0-2000.0,1.02
ERR1726859,50984190,38666000000.0,0.13%,3440229,,PRJEB4352,38.667,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002703,marine metagenome,180.0,2000.0,180.0-2000.0,0.13
ERR1726672,4700731,7559000000.0,0.06%,3333852,,PRJEB4352,7.56,WGS,RANDOM,Illumina HiSeq 2000,TARA_E500000200,marine metagenome,180.0,2000.0,180.0-2000.0,0.06
ERR1726815,5305974270,30240000000.0,17.55%,2365022,,PRJEB4352,30.24,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001239,marine metagenome,5.0,20.0,5.0-20.0,17.55
ERR1726557,161469872,7208000000.0,2.24%,3786817,,PRJEB4352,7.209,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001010,marine metagenome,180.0,2000.0,180.0-2000.0,2.24
ERR1726792,774963691,28504000000.0,2.72%,3229284,,PRJEB4352,28.504,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001734,marine metagenome,5.0,20.0,5.0-20.0,2.72
ERR1726797,178030841,37815000000.0,0.47%,3102123,,PRJEB4352,37.816,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002347,marine metagenome,180.0,2000.0,180.0-2000.0,0.47
ERR1726590,1153310583,29990000000.0,3.85%,4444528,,PRJEB4352,29.99,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000429,marine metagenome,20.0,180.0,20.0-180.0,3.85
ERR1726827,246793416,32169000000.0,0.77%,2644310,,PRJEB4352,32.17,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000357,marine metagenome,180.0,2000.0,180.0-2000.0,0.77
ERR1726587,204653681,9503000000.0,2.15%,3350584,,PRJEB4352,9.503,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000011,marine metagenome,20.0,180.0,20.0-180.0,2.15
ERR1726757,345101724,35951000000.0,0.96%,3510342,,PRJEB4352,35.952,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000003246,marine metagenome,20.0,180.0,20.0-180.0,0.96
ERR1726706,523241200,39578000000.0,1.32%,3511686,,PRJEB4352,39.578,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001426,marine metagenome,20.0,180.0,20.0-180.0,1.32
ERR1726637,1281350120,38398000000.0,3.34%,3332943,,PRJEB4352,38.399,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000002316,marine metagenome,5.0,20.0,5.0-20.0,3.34
ERR1726552,92116802,28796000000.0,0.32%,3596908,,PRJEB4352,28.796,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001828,marine metagenome,180.0,2000.0,180.0-2000.0,0.32
ERR1726910,313063026,34672000000.0,0.90%,3752404,,PRJEB4352,34.673,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000322,marine metagenome,5.0,20.0,5.0-20.0,0.9
