acc,bioproject,organism,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,smf,bioproject_right,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,id,run_id,collection_year,collection_month,latitude,longitude,depth,temperature,host_or_not_prediction,host_or_not_recorded,host_or_not_mature,tropical,Fungi to Bacteria Ratio
ERR2239863,PRJEB24343,soil metagenome,698900670,1014000000.0,68.93%,4401415,,68.93,PRJEB24343,1.015,WGS,RANDOM,Illumina HiSeq 2500,JUN-SZ-9-B,soil metagenome,81278,81278,2012,1,-37.8136,144.9631,,,ecological,ecological,ecological,true,0.053604827047016745
SRR10360618,PRJNA577476,soil metagenome,23318059688,31769000000.0,73.40%,4080079,,73.4,PRJNA577476,31.769,WGS,RANDOM,Illumina HiSeq 2500,Sage2_L_100_16,soil metagenome,81473,81473,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.04309793889605565
SRR10028506,PRJNA562410,soil metagenome,4218318361,7590000000.0,55.58%,5315019,,55.58,PRJNA562410,7.591,WGS,RANDOM,Illumina HiSeq 4000,SoilSampleBO4,soil metagenome,81478,81478,2012,10,-2.05046312,102.753405,,,ecological,ecological,ecological,true,0.09504536353409772
SRR10028477,PRJNA562410,soil metagenome,1656082918,2833000000.0,58.46%,5118001,,58.46,PRJNA562410,2.834,WGS,RANDOM,Illumina HiSeq 4000,SoilSampleBO3,soil metagenome,81479,81479,2012,10,-2.07141763,102.7921114,,,ecological,ecological,ecological,true,0.08450426049292362
SRR2546430,PRJNA297196,soil metagenome,18586188506,28963000000.0,64.17%,4107745,,64.17,PRJNA297196,28.963,WGS,RANDOM,Illumina HiSeq 2000,WGS_13_2_20cm_2,soil metagenome,81513,81513,2013,8,34.09,-118.43,,,ecological,ecological,ecological,false,0.06640269306822016
SRR9697569,PRJNA554694,soil metagenome,421182415,1037000000.0,40.62%,3754523,,40.62,PRJNA554694,1.037,WGS,RANDOM,NextSeq 500,SHB27A_metagnm,soil metagenome,81516,81516,2018,7,29.89,-92.96,,,ecological,ecological,ecological,false,0.17384860035515998
SRR9691031,PRJNA554750,soil metagenome,23297805609,30423000000.0,76.58%,4302076,,76.58,PRJNA554750,30.424,WGS,RANDOM,Illumina NovaSeq 6000,W209,soil metagenome,81523,81523,2013,9,31.6,100.0,,,ecological,ecological,ecological,false,0.03636992898703835
SRR5823597,PRJNA393632,soil metagenome,15117352606,22054000000.0,68.55%,4111842,,68.55,PRJNA393632,22.054,WGS,RANDOM,Illumina HiSeq 2000,C5rs,soil metagenome,81526,81526,2010,12,45.19,8.25,,,ecological,ecological,ecological,false,0.05456122532031489
SRR12736056,PRJNA666221,soil metagenome,13457251633,23431000000.0,57.43%,4551859,,57.43,PRJNA666221,23.431,WGS,RANDOM,Illumina NovaSeq 6000,SPR2-1_virome_S46,soil metagenome,81536,81536,2018,8,47.5078,-93.4524,,,ecological,ecological,ecological,false,0.08815272832719112
SRR15377978,PRJNA714922,soil metagenome,23377766391,62847000000.0,37.20%,5663164,,37.2,PRJNA714922,62.848,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_100_Tree_1,soil metagenome,81568,81568,2018,8,44.346883,-85.484083,,,ecological,ecological,ecological,false,0.2007648266837926
ERR1700708,PRJEB8420,soil metagenome,6160918174,8590000000.0,71.72%,4640189,,71.72,PRJEB8420,8.591,WGS,RANDOM,Illumina HiSeq 2500,BL-OM2C0-M1,soil metagenome,81583,81583,2011,9,38.88,-120.64,0.2,,ecological,ecological,ecological,false,0.04689321927554806
ERR1700688,PRJEB8420,soil metagenome,10347389807,15873000000.0,65.19%,4888107,,65.19,PRJEB8420,15.873,WGS,RANDOM,Illumina HiSeq 2500,A8-OM2C0-M3,soil metagenome,81584,81584,2011,7,49.08,-89.38,0.2,,ecological,ecological,ecological,false,0.06350295963569914
ERR1700721,PRJEB8420,soil metagenome,10827740569,17368000000.0,62.34%,5042397,,62.34,PRJEB8420,17.368,WGS,RANDOM,Illumina HiSeq 2500,JW-OM0C0-O1,soil metagenome,81585,81585,2011,7,46.42,-83.37,0.0,,ecological,ecological,ecological,false,0.07184299717399156
ERR1877732,PRJEB18701,soil metagenome,273752676,577000000.0,47.44%,4961984,,47.44,PRJEB18701,0.577,WGS,RANDOM,Illumina HiSeq 2500,S160,soil metagenome,81662,81662,,,48.948,-57.934,,,ecological,ecological,ecological,false,0.13175939759193153
ERR687893,PRJEB7626,soil metagenome,10605578427,12800000000.0,82.86%,4284061,,82.86,PRJEB7626,12.801,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8268,soil metagenome,81666,81666,2012,11,-35.12282,141.99678,0.1,,ecological,ecological,ecological,true,0.024600096627609088
SRR10011734,PRJNA554847,soil metagenome,378678204,1512000000.0,25.04%,4472401,,25.04,PRJNA554847,1.512,WGS,RANDOM,NextSeq 500,P11_0202_SM,soil metagenome,81898,81898,2017,1,9.14,-79.88,,,ecological,ecological,ecological,true,0.35601326310112485
SRR4022095,PRJNA336429,soil metagenome,2978152005,4476000000.0,66.54%,5301372,,66.54,PRJNA336429,4.477,WGS,RANDOM,Illumina HiSeq 2000,PZGZ,soil metagenome,83182,83182,,,42.532967,-72.209488,,,ecological,ecological,ecological,false,0.059801773597040635
SRR8552937,PRJNA518575,soil metagenome,18908771607,23867000000.0,79.23%,3988183,,79.23,PRJNA518575,23.868,WGS,RANDOM,Illumina NovaSeq 6000,CTZCZ,soil metagenome,83186,83186,2017,5,38.9206,-106.9489,,,ecological,ecological,ecological,false,0.03117581136196084
SRR6202046,PRJNA366761,soil metagenome,11148543851,17734000000.0,62.87%,4982255,,62.87,PRJNA366761,17.735,WGS,RANDOM,Illumina HiSeq 2000,NBHS,soil metagenome,83191,83191,2011,7,46.42,-83.37,,,ecological,ecological,ecological,false,0.07023481021636374
SRR6201908,PRJNA366649,soil metagenome,5513144286,8455000000.0,65.21%,4506191,,65.21,PRJNA366649,8.455,WGS,RANDOM,Illumina HiSeq 2000,HOTX,soil metagenome,83194,83194,2011,9,39.070856,-96.582821,,,ecological,ecological,ecological,false,0.06344700890807561
SRR7524601,PRJNA468185,soil metagenome,3792904506,6189000000.0,61.28%,4911371,,61.28,PRJNA468185,6.189,WGS,RANDOM,Illumina HiSeq 2500,CGNUY,soil metagenome,83195,83195,2015,6,40.282,-123.2869,,,ecological,ecological,ecological,false,0.07514282465525997
SRR5712691,PRJNA375150,soil metagenome,23665665923,33588000000.0,70.46%,4385389,,70.46,PRJNA375150,33.589,WGS,RANDOM,Illumina HiSeq 2500,AUBXO,soil metagenome,83196,83196,2015,4,39.7291,-123.6419,,,ecological,ecological,ecological,false,0.049858450398043895
SRR5687767,PRJNA375186,soil metagenome,10828201294,16170000000.0,66.96%,4471876,,66.96,PRJNA375186,16.171,WGS,RANDOM,Illumina HiSeq 2500,ASSSH,soil metagenome,83199,83199,2014,6,41.7655,-111.8143,,,ecological,ecological,ecological,false,0.058680731366175784
SRR7026559,PRJNA443206,soil metagenome,5107071831,8108000000.0,62.99%,4276921,,62.99,PRJNA443206,8.108,WGS,RANDOM,Illumina HiSeq 2500,BWTSW,soil metagenome,83205,83205,2016,8,38.8926,-106.9111,,,ecological,ecological,ecological,false,0.06987444978201439
SRR7976142,PRJNA444398,soil metagenome,5392389290,5607000000.0,96.17%,4412252,,96.17,PRJNA444398,5.608,WGS,RANDOM,Illumina HiSeq 2500,BNOBN,soil metagenome,83216,83216,2016,5,37.83,-122.29,,,ecological,ecological,ecological,false,0.004736200532397189
SRR7011571,PRJNA443230,soil metagenome,5047029160,9520000000.0,53.02%,4374949,,53.02,PRJNA443230,9.521,WGS,RANDOM,Illumina HiSeq 2500,BWTNO,soil metagenome,83223,83223,2016,8,38.9134,-106.8956,,,ecological,ecological,ecological,false,0.10537660765643368
SRR6958659,PRJNA444397,soil metagenome,5858934042,6409000000.0,91.42%,4675701,,91.42,PRJNA444397,6.409,WGS,RANDOM,Illumina HiSeq 2500,BNOBH,soil metagenome,83236,83236,2016,5,37.83,-122.29,,,ecological,ecological,ecological,false,0.011161356893017425
SRR6201869,PRJNA366512,soil metagenome,2501244496,3645000000.0,68.62%,4734515,,68.62,PRJNA366512,3.646,WGS,RANDOM,Illumina HiSeq 2000,HOXP,soil metagenome,83237,83237,2011,7,44.20517707,-122.1284473,,,ecological,ecological,ecological,false,0.054384250780573094
SRR8552910,PRJNA518571,soil metagenome,17109605693,21465000000.0,79.71%,4288143,,79.71,PRJNA518571,21.466,WGS,RANDOM,Illumina NovaSeq 6000,CTZCU,soil metagenome,83243,83243,2017,5,38.9206,-106.9489,,,ecological,ecological,ecological,false,0.030271933610254084
SRR7012007,PRJNA443241,soil metagenome,4761995579,7637000000.0,62.35%,4452919,,62.35,PRJNA443241,7.637,WGS,RANDOM,Illumina HiSeq 2500,BWTOC,soil metagenome,83244,83244,2016,8,38.9821,-107.0102,,,ecological,ecological,ecological,false,0.07181240096148879
SRR7097862,PRJNA441488,soil metagenome,34127819491,47364000000.0,72.05%,5217380,,72.05,PRJNA441488,47.364,WGS,RANDOM,Illumina HiSeq 2500,BYYZA,soil metagenome,83246,83246,2017,5,42.481016,-72.178343,,,ecological,ecological,ecological,false,0.04613374931956459
SRR6266481,PRJNA405445,soil metagenome,20598688536,32757000000.0,62.88%,4853545,,62.88,PRJNA405445,32.758,WGS,RANDOM,Illumina HiSeq 2500,BGWYG,soil metagenome,83255,83255,2016,6,39.7291,-123.6419,,,ecological,ecological,ecological,false,0.07020472764670767
SRR5579862,PRJNA375300,soil metagenome,19494038777,26705000000.0,73.00%,4679689,,73.0,PRJNA375300,26.706,WGS,RANDOM,Illumina HiSeq 2500,ACHWO,soil metagenome,83260,83260,,,40.7999,-76.3402,,,ecological,ecological,ecological,false,0.04398573246688801
SRR8936421,PRJNA528368,soil metagenome,7038710148,8862000000.0,79.43%,4772945,,79.43,PRJNA528368,8.863,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib21,soil metagenome,83489,83489,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.030797868017776498
SRR11802910,PRJNA633324,soil metagenome,8930671504,11341000000.0,78.75%,4275196,,78.75,PRJNA633324,11.342,WGS,RANDOM,HiSeq X Ten,metagenome of the soil from SZ,soil metagenome,83490,83490,2018,8,40.1,116.21,,,ecological,ecological,ecological,false,0.032090707813878905
SRR9656176,PRJNA552615,soil metagenome,3066626443,3947000000.0,77.70%,4550634,,77.7,PRJNA552615,3.948,WGS,RANDOM,Illumina HiSeq 2500,t.PP_CCRA9ANXX-2739-68-32-01_S68,soil metagenome,83709,83709,2013,1,-38.28882812,175.24687249,,,ecological,ecological,ecological,true,0.03413145234894274
SRR9656173,PRJNA552615,soil metagenome,2618795531,3434000000.0,76.26%,4743765,,76.26,PRJNA552615,3.435,WGS,RANDOM,Illumina HiSeq 2500,t.PP_CCRA9ANXX-2739-61-32-01_S61,soil metagenome,83710,83710,2015,1,-39.2696086,176.69827871,,,ecological,ecological,ecological,true,0.037021570494587826
SRR15421289,PRJNA753945,soil metagenome,1133691149,1408000000.0,80.52%,3341954,,80.52,PRJNA753945,1.409,WGS,RANDOM,Illumina NovaSeq 6000,ATQ_2_16-24cm,soil metagenome,83713,83713,2018,4,70.469916,-157.40787,0.2,,ecological,ecological,ecological,false,0.028771076427854796
SRR15421258,PRJNA753945,soil metagenome,907059138,1560000000.0,58.14%,4249317,,58.14,PRJNA753945,1.56,WGS,RANDOM,Illumina NovaSeq 6000,TFS_2_5-10cm,soil metagenome,83714,83714,2018,4,68.623403,-149.584545,0.075,,ecological,ecological,ecological,false,0.08562392281572385
SRR11723792,PRJNA630593,soil metagenome,4174418467,5517000000.0,75.66%,4558718,,75.66,PRJNA630593,5.517,WGS,RANDOM,HiSeq X Ten,Location2_1.fq.gz; Location2_2.fq.gz,soil metagenome,83718,83718,2007,6,51.13525406,4.60998481,,,ecological,ecological,ecological,false,0.038258255334202705
ERR4837124,PRJEB41174,soil metagenome,5523636453,6822000000.0,80.97%,4317500,,80.97,PRJEB41174,6.823,WGS,RANDOM,Illumina MiSeq,SV20,soil metagenome,84033,84033,2013,1,78.90473899,12.08259498,,,ecological,ecological,ecological,false,0.02795024205841036
ERR4837122,PRJEB41174,soil metagenome,1692343250,2217000000.0,76.33%,4060130,,76.33,PRJEB41174,2.218,WGS,RANDOM,Illumina MiSeq,SV18,soil metagenome,84034,84034,2013,1,78.90539504,12.06764099,,,ecological,ecological,ecological,false,0.036878557038813174
ERR2041973,PRJEB21930,soil metagenome,2280963295,3095000000.0,73.70%,3449472,,73.7,PRJEB21930,3.096,WGS,RANDOM,NextSeq 500,D2-2,soil metagenome,84343,84343,2013,10,5.162,52.652,,,ecological,ecological,ecological,true,0.042438417891943456
SRR9887594,PRJNA557612,soil metagenome,463010217,878000000.0,52.73%,4092727,,52.73,PRJNA557612,0.878,WGS,RANDOM,Illumina MiSeq,RA3c,soil metagenome,84522,84522,2016,10,51.5,6.28,,,ecological,ecological,ecological,false,0.1066101993248731
SRR17012564,PRJNA782751,soil metagenome,3784696759,4708000000.0,80.39%,4679513,,80.39,PRJNA782751,4.708,WGS,RANDOM,Illumina HiSeq 2500,WheatRhizo_Aug2019_2,soil metagenome,84531,84531,2019,8,46.97,-118.62,,,ecological,ecological,ecological,false,0.029009917208388806
SRR10360660,PRJNA577476,soil metagenome,12519742898,15954000000.0,78.47%,4350048,,78.47,PRJNA577476,15.954,WGS,RANDOM,Illumina HiSeq 2500,15_D_Rain_20_2_09082015,soil metagenome,84552,84552,2015,9,39.7393,-123.6309,,,ecological,ecological,ecological,false,0.03262956631733912
SRR8100024,PRJNA497915,soil metagenome,3725031253,4596000000.0,81.05%,4344972,,81.05,PRJNA497915,4.596,WGS,RANDOM,NextSeq 500,BC3.4,soil metagenome,84556,84556,2015,11,21.5416,-158.0875,,,ecological,ecological,ecological,true,0.027805270184417263
SRR5823608,PRJNA393632,soil metagenome,11768158966,17713000000.0,66.44%,4106514,,66.44,PRJNA393632,17.713,WGS,RANDOM,Illumina HiSeq 2000,C6s,soil metagenome,84596,84596,2010,12,45.19,8.25,,,ecological,ecological,ecological,false,0.06007077745221507
SRR9691046,PRJNA554750,soil metagenome,12115387337,14351000000.0,84.42%,4185600,,84.42,PRJNA554750,14.352,WGS,RANDOM,Illumina NovaSeq 6000,W169,soil metagenome,84599,84599,2013,9,31.71,117.33,,,ecological,ecological,ecological,false,0.021947902885875024
SRR9691033,PRJNA554750,soil metagenome,9643281106,10321000000.0,93.43%,3795760,,93.43,PRJNA554750,10.321,WGS,RANDOM,Illumina NovaSeq 6000,W28,soil metagenome,84600,84600,2013,7,29.19,90.59,,,ecological,ecological,ecological,false,0.008362766003640732
SRR15377925,PRJNA714922,soil metagenome,19576640068,54162000000.0,36.14%,5205681,,36.14,PRJNA714922,54.162,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_9_Tree_4,soil metagenome,84649,84649,2018,8,44.320483,-85.977083,,,ecological,ecological,ecological,false,0.21014143341684516
SRR9733660,PRJNA555481,soil metagenome,393969865,604000000.0,65.23%,4253615,,65.23,PRJNA555481,0.605,WGS,RANDOM,Illumina MiSeq,MC2,soil metagenome,84660,84660,2018,4,46.03,15.04,,,ecological,ecological,ecological,false,0.0633910924902651
ERR1700744,PRJEB8420,soil metagenome,14078582064,19574000000.0,71.92%,4972673,,71.92,PRJEB8420,19.574,WGS,RANDOM,Illumina HiSeq 2500,TXA-OM0C0-O3,soil metagenome,84674,84674,2012,3,31.11,-95.15,0.0,,ecological,ecological,ecological,false,0.046432102459484655
ERR1877851,PRJEB18701,soil metagenome,338905422,586000000.0,57.83%,5230022,,57.83,PRJEB18701,0.587,WGS,RANDOM,Illumina HiSeq 2500,AV104,soil metagenome,84756,84756,,,-0.3466,-72.059,,,ecological,ecological,ecological,true,0.08672041211686403
ERR1877652,PRJEB18701,soil metagenome,320488947,540000000.0,59.35%,4965741,,59.35,PRJEB18701,0.54,WGS,RANDOM,Illumina HiSeq 2500,S238,soil metagenome,84758,84758,,,68.96782,20.94322,,,ecological,ecological,ecological,false,0.08145368767129507
ERR687896,PRJEB7626,soil metagenome,8857641622,11249000000.0,78.74%,3994877,,78.74,PRJEB7626,11.249,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8269,soil metagenome,84763,84763,2012,11,-35.12282,141.99678,0.2,,ecological,ecological,ecological,true,0.032109886769377344
SRR8487028,PRJNA646773,soil metagenome,2810410951,3874000000.0,72.55%,4512542,,72.55,PRJNA646773,3.874,WGS,RANDOM,Illumina HiSeq 4000,CocoShellBiochar_HighN_April_Bulk_B2H,soil metagenome,84765,84765,2018,4,38.535556,-121.772778,,,ecological,ecological,ecological,false,0.04499620185505452
SRR6039452,PRJNA406970,soil metagenome,956644611,1850000000.0,51.71%,4109298,,51.71,PRJNA406970,1.851,WGS,RANDOM,Illumina MiSeq,Soil_plot4_metagenomic,soil metagenome,84867,84867,2013,1,42.9849,-81.2453,,,ecological,ecological,ecological,false,0.1110589573764653
ERR2078420,PRJEB22068,soil metagenome,1552145444,2024000000.0,76.69%,4362533,,76.69,PRJEB22068,2.024,WGS,RANDOM,unspecified,STER_001-M-20130627-C,soil metagenome,85385,85385,2013,6,40.463935,-103.035332,,,ecological,ecological,ecological,false,0.03614718319430831
ERR2078484,PRJEB22068,soil metagenome,707062498,1001000000.0,70.64%,4979664,,70.64,PRJEB22068,1.002,WGS,RANDOM,unspecified,TALL_001-M-20140516-C,soil metagenome,85386,85386,2014,5,32.977667,-87.432716,,,ecological,ecological,ecological,false,0.04942836955330717
SRR4249914,PRJNA343121,soil metagenome,6594999516,9084000000.0,72.60%,4424036,,72.6,PRJNA343121,9.084,WGS,RANDOM,Illumina HiSeq 2000,mg_LF(b),soil metagenome,86224,86224,2014,11,45.68,-72.0,,,ecological,ecological,ecological,false,0.04488330888698572
SRR7093038,PRJNA441471,soil metagenome,37386333571,52228000000.0,71.58%,5249105,,71.58,PRJNA441471,52.229,WGS,RANDOM,Illumina HiSeq 2500,BYYXY,soil metagenome,86245,86245,2017,5,42.481016,-72.178343,,,ecological,ecological,ecological,false,0.04721753423765891
SRR6202011,PRJNA366405,soil metagenome,11924288293,19081000000.0,62.49%,4885602,,62.49,PRJNA366405,19.081,WGS,RANDOM,Illumina HiSeq 2000,NONP,soil metagenome,86252,86252,2011,7,46.42,-83.37,,,ecological,ecological,ecological,false,0.07138508218370151
SRR7011574,PRJNA443228,soil metagenome,6582118182,12323000000.0,53.41%,4309954,,53.41,PRJNA443228,12.324,WGS,RANDOM,Illumina HiSeq 2500,BWTNH,soil metagenome,86269,86269,2016,8,38.9138,-106.8952,,,ecological,ecological,ecological,false,0.10373876103182146
SRR7011945,PRJNA443233,soil metagenome,6318559348,10021000000.0,63.05%,4153231,,63.05,PRJNA443233,10.021,WGS,RANDOM,Illumina HiSeq 2500,BWTNT,soil metagenome,86272,86272,2016,8,38.9203,-106.9486,,,ecological,ecological,ecological,false,0.0696947839572123
SRR6202795,PRJNA366731,soil metagenome,10828667509,18032000000.0,60.05%,4683153,,60.05,PRJNA366731,18.032,WGS,RANDOM,Illumina HiSeq 2000,NONU,soil metagenome,86282,86282,2011,7,49.08,-89.38,,,ecological,ecological,ecological,false,0.07911788995578306
SRR11679314,PRJNA621568,soil metagenome,52540403735,58478000000.0,89.85%,4739997,,89.85,PRJNA621568,58.479,WGS,RANDOM,Illumina NovaSeq 6000,GHTNS,soil metagenome,86283,86283,2017,6,38.9694,-120.5005,,,ecological,ecological,ecological,false,0.013434418875632506
SRR5215831,PRJNA364918,soil metagenome,35033070856,56418000000.0,62.10%,5186481,,62.1,PRJNA364918,56.418,WGS,RANDOM,Illumina HiSeq 2500,BBONU,soil metagenome,86302,86302,2016,2,9.1086,-79.8436,,,ecological,ecological,ecological,true,0.07258026242985569
SRR8552845,PRJNA518556,soil metagenome,15871260638,22113000000.0,71.77%,4174483,,71.77,PRJNA518556,22.114,WGS,RANDOM,Illumina NovaSeq 6000,CTZBW,soil metagenome,86303,86303,2017,3,38.9206,-106.9489,,,ecological,ecological,ecological,false,0.04677769913687145
SRR7500800,PRJNA466815,soil metagenome,8617867944,9175000000.0,93.93%,5099813,,93.93,PRJNA466815,9.175,WGS,RANDOM,Illumina HiSeq 2500,CCZZW,soil metagenome,86312,86312,2016,10,42.0,-93.0,,,ecological,ecological,ecological,false,0.007685202106140008
SRR7471669,PRJNA464542,soil metagenome,5523339678,8823000000.0,62.60%,4877423,,62.6,PRJNA464542,8.824,WGS,RANDOM,Illumina HiSeq 2000,HBPS,soil metagenome,86316,86316,2011,8,18.0,-65.0,,,ecological,ecological,ecological,true,0.07105067257194274
SRR3975574,PRJNA330158,soil metagenome,6181428114,9319000000.0,66.33%,4918660,,66.33,PRJNA330158,9.32,WGS,RANDOM,Illumina HiSeq 2000,GNYB,soil metagenome,86317,86317,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.06036761852225332
SRR7471708,PRJNA464502,soil metagenome,4898150235,8285000000.0,59.12%,4835148,,59.12,PRJNA464502,8.286,WGS,RANDOM,Illumina HiSeq 2000,HBUN,soil metagenome,86319,86319,2011,8,18.0,-65.0,,,ecological,ecological,ecological,true,0.08223323701760755
SRR7970951,PRJNA469317,soil metagenome,5587820397,8380000000.0,66.68%,4512748,,66.68,PRJNA469317,8.381,WGS,RANDOM,Illumina HiSeq 2500,CNWPU,soil metagenome,86327,86327,2017,7,44.23,-122.22,,,ecological,ecological,ecological,false,0.05942652370812485
SRR5476651,PRJNA365106,soil metagenome,6824495646,9561000000.0,71.38%,4232193,,71.38,PRJNA365106,9.562,WGS,RANDOM,Illumina HiSeq 2500,AXNNW,soil metagenome,86328,86328,2013,6,68.6137,-149.3144,,,ecological,ecological,ecological,false,0.04768304816878389
SRR10908129,PRJNA601929,soil metagenome,4043153240,5997000000.0,67.42%,4395114,,67.42,PRJNA601929,5.998,WGS,RANDOM,Illumina HiSeq 2000,KA3FB09.shotgun.raw,soil metagenome,86388,86388,2010,11,41.84072508,-88.23026287,,,ecological,ecological,ecological,false,0.05746894918273422
SRR6517658,PRJNA431914,soil metagenome,14170613318,16797000000.0,84.36%,4715647,,84.36,PRJNA431914,16.798,WGS,RANDOM,Illumina HiSeq 4000,Z4,soil metagenome,86512,86512,2017,9,37.47,105.01,,,ecological,ecological,ecological,false,0.022048096549222632
SRR6517654,PRJNA431914,soil metagenome,15545068843,17912000000.0,86.79%,4729070,,86.79,PRJNA431914,17.912,WGS,RANDOM,Illumina HiSeq 4000,X6,soil metagenome,86513,86513,2017,9,37.5,105.04,,,ecological,ecological,ecological,false,0.01810106190327187
SRR17050881,PRJNA782213,soil metagenome,5932080806,6368000000.0,93.15%,4149295,,93.15,PRJNA782213,6.368,WGS,RANDOM,Illumina NovaSeq 6000,S,soil metagenome,86558,86558,2020,10,43.88,125.35,,,ecological,ecological,ecological,false,0.008745379026288665
